Timestamp_sec,Posicion_ticks,Velocidad_RPM
1786545333.1301854,0,0.0
1786545333.2305717,0,0.0
1786545333.3298545,-567,0.0
1786545333.430531,-567,0.0
1786545333.5301964,-567,0.0
1786545333.6302173,-567,0.0
1786545333.7301974,-567,0.0
1786545333.829872,-567,0.0
1786545333.9301825,-567,0.0
1786545334.030501,-567,0.0
1786545334.130212,-567,0.0
1786545334.2305195,-567,0.0
1786545334.3299868,-567,0.0
1786545334.430475,-567,0.0
1786545334.5301235,-567,0.0
1786545334.630223,-567,0.0
1786545334.7300167,-567,0.0
1786545334.8303099,-567,0.0
1786545334.930121,-567,0.0
1786545335.0303814,-567,0.0
1786545335.1305177,-567,0.0
1786545335.2301972,-567,0.0
1786545335.3301005,-567,0.0
1786545335.4302206,-567,0.0
1786545335.5305598,-567,0.0
1786545335.6301496,-567,0.0
1786545335.7300406,-567,0.0
1786545335.8304002,-567,0.0
1786545335.93013,-567,0.0
1786545336.030451,-567,0.0
1786545336.130163,-567,0.0
1786545336.2301645,-567,0.0
1786545336.3299272,-567,0.0
1786545336.430118,-567,0.0
1786545336.530545,-567,0.0
1786545336.630137,-567,0.0
1786545336.7318058,-567,0.0
1786545336.8305523,-567,0.0
1786545336.929814,-567,0.0
1786545337.0303109,-567,0.0
1786545337.1305783,-567,0.0
1786545337.230483,-567,0.0
1786545337.3305159,-567,0.0
1786545337.429991,-567,0.0
1786545337.5300868,-567,0.0
1786545337.630033,-567,0.0
1786545337.7302341,-567,0.0
1786545337.8301928,-567,0.0
1786545337.9305134,-567,0.0
1786545338.030208,-567,0.0
1786545338.1303902,-567,0.0
1786545338.2301755,-567,0.0
1786545338.330565,-567,0.0
1786545338.4301705,-567,0.0
1786545338.530109,-567,0.0
1786545338.630095,-567,0.0
1786545338.7301018,-567,0.0
1786545338.830063,-567,0.0
1786545338.9300604,-567,0.0
1786545339.0305898,-567,0.0
1786545339.130233,-567,0.0
1786545339.23013,-567,0.0
1786545339.330075,-567,0.0
1786545339.430243,-567,0.0
1786545339.5305398,-567,0.0
1786545339.630431,-567,0.0
1786545339.7303967,-567,0.0
1786545339.8308418,-567,0.0
1786545339.9302356,-567,0.0
1786545340.0301354,-567,0.0
1786545340.130195,-567,0.0
1786545340.2305114,-567,0.0
1786545340.3305387,-567,0.0
1786545340.4305196,-567,0.0
1786545340.5301263,-567,0.0
1786545340.6304944,-567,0.0
