Timestamp_sec,Posicion_ticks,Velocidad_RPM
1786544883.474665,0,0.0
1786544883.5749311,0,0.0
1786544883.6748793,0,0.0
1786544883.7749214,0,0.0
1786544883.8746219,0,0.0
1786544883.9746258,0,0.0
1786544884.0746698,0,0.0
1786544884.1749024,0,0.0
1786544884.274722,0,0.0
1786544884.3746521,0,0.0
1786544884.474706,0,0.0
1786544884.5747862,0,0.0
1786544884.6747139,0,0.0
1786544884.7746634,0,0.0
1786544884.874688,0,0.0
1786544884.974658,0,0.0
1786544885.074606,0,0.0
1786544885.1746345,0,0.0
1786544885.2746902,0,0.0
1786544885.3746643,0,0.0
1786544885.4751465,0,0.0
1786544885.5746827,0,0.0
1786544885.6748118,0,0.0
1786544885.7747314,0,0.0
1786544885.8745527,0,0.0
1786544885.974753,0,0.0
1786544886.0747466,0,0.0
1786544886.1746395,0,0.0
1786544886.2746987,0,0.0
1786544886.3745275,0,0.0
1786544886.4746497,0,0.0
1786544886.5752203,0,0.0
1786544886.674654,0,0.0
1786544886.7746553,0,0.0
1786544886.8746939,0,0.0
1786544886.9746547,0,0.0
1786544887.074697,0,0.0
1786544887.1746917,0,0.0
1786544887.2748458,0,0.0
1786544887.3748832,0,0.0
1786544887.4746583,0,0.0
1786544887.5748665,0,0.0
1786544887.6750572,0,0.0
1786544887.7748492,0,0.0
1786544887.8762114,0,0.0
1786544887.974577,0,0.0
1786544888.0750394,0,0.0
1786544888.1751366,0,0.0
1786544888.2749937,0,0.0
1786544888.3746364,0,0.0
1786544888.4748852,0,0.0
1786544888.575005,0,0.0
1786544888.6747744,0,0.0
1786544888.7751207,0,0.0
1786544888.8747785,0,0.0
1786544888.974721,0,0.0
1786544889.074597,0,0.0
1786544889.1750088,0,0.0
1786544889.2746542,0,0.0
1786544889.3746622,0,0.0
1786544889.4748352,0,0.0
1786544889.5746367,0,0.0
1786544889.6750002,0,0.0
1786544889.7751162,0,0.0
1786544889.8748345,0,0.0
1786544889.9749267,0,0.0
1786544890.0750024,0,0.0
1786544890.1749969,0,0.0
1786544890.2747731,0,0.0
1786544890.3747296,0,0.0
1786544890.4748049,0,0.0
1786544890.574938,0,0.0
1786544890.6748028,0,0.0
1786544890.7751245,0,0.0
1786544890.875231,0,0.0
1786544890.9747193,0,0.0
1786544891.074832,0,0.0
1786544891.174886,0,0.0
1786544891.2749577,0,0.0
1786544891.3746936,0,0.0
1786544891.4747896,0,0.0
1786544891.5751655,0,0.0
1786544891.6748395,0,0.0
1786544891.7748897,0,0.0
1786544891.874578,0,0.0
1786544891.975116,0,0.0
1786544892.0748749,0,0.0
1786544892.175155,0,0.0
1786544892.275127,0,0.0
1786544892.3747048,0,0.0
1786544892.4748435,0,0.0
1786544892.5748158,0,0.0
1786544892.6751118,0,0.0
1786544892.7747016,0,0.0
1786544892.8751237,0,0.0
1786544892.9747066,0,0.0
1786544893.0748677,0,0.0
1786544893.1747832,0,0.0
1786544893.2751074,0,0.0
1786544893.3745801,0,0.0
1786544893.4749153,0,0.0
1786544893.5748222,0,0.0
1786544893.67488,0,0.0
1786544893.7749934,0,0.0
1786544893.8749015,-470,0.0
1786544893.975148,-470,-26.893203735351562
1786544894.0751169,-470,-26.893203735351562
1786544894.1751187,-470,-26.893203735351562
1786544894.274738,-470,-26.893203735351562
1786544894.3746288,-470,-26.893203735351562
1786544894.4748535,-1206,-35.517364501953125
1786544894.5750203,-1206,-35.517364501953125
1786544894.6751628,-1206,-35.517364501953125
1786544894.7749386,-1206,-35.517364501953125
1786544894.8748567,-2007,-41.7511100769043
1786544894.975059,-2007,-41.7511100769043
1786544895.0751202,-2007,-41.7511100769043
1786544895.175007,-2007,-41.7511100769043
1786544895.2751184,-2007,-41.7511100769043
1786544895.3747814,-2385,-18.516374588012695
1786544895.4748962,-2385,-18.516374588012695
1786544895.5747821,-2385,-18.516374588012695
1786544895.6749926,-2385,-18.516374588012695
1786544895.7751787,-2385,-18.516374588012695
1786544895.8747792,-2564,-8.60191535949707
1786544895.9746444,-2564,-8.60191535949707
1786544896.0750446,-2564,-8.60191535949707
1786544896.1746995,-2564,-8.60191535949707
1786544896.2746098,-2564,-8.60191535949707
1786544896.374564,-2564,0.0
1786544896.4746988,-2564,0.0
1786544896.5746102,-2564,0.0
1786544896.6747708,-2564,0.0
1786544896.7750483,-2564,0.0
1786544896.87516,-2564,0.0
1786544896.9751155,-2564,0.0
1786544897.0748775,-2564,0.0
1786544897.1751702,-2564,0.0
1786544897.2747347,-2564,0.0
1786544897.3751817,-2564,0.0
1786544897.4746377,-2564,0.0
1786544897.5746992,-2564,0.0
1786544897.6746278,-2564,0.0
1786544897.774878,-2564,0.0
1786544897.8750494,-2564,0.0
1786544897.9750457,-2564,0.0
1786544898.0751457,-2564,0.0
1786544898.1752217,-2564,0.0
1786544898.2746985,-2564,0.0
1786544898.3748693,-2564,0.0
1786544898.47487,-2564,0.0
1786544898.5751283,-2564,0.0
1786544898.6750014,-2564,0.0
1786544898.7751594,-2564,0.0
1786544898.8746376,-2564,0.0
1786544898.975119,-2564,0.0
1786544899.0751448,-2564,0.0
1786544899.1751258,-2564,0.0
1786544899.2750192,-2564,0.0
1786544899.3746474,-2564,0.0
1786544899.4748962,-2564,0.0
1786544899.5750635,-2564,0.0
