Timestamp_sec,Posicion_ticks,Velocidad_RPM
1786544475.2400603,955,0.0
1786544475.3400598,955,0.0
1786544475.4400537,955,0.0
1786544475.5399923,955,0.0
1786544475.6396751,955,0.0
1786544475.7397096,955,0.0
1786544475.839685,955,0.0
1786544475.9397764,955,0.0
1786544476.0396464,955,0.0
1786544476.140058,955,0.0
1786544476.2396815,955,0.0
1786544476.3398094,955,0.0
1786544476.439833,955,0.0
1786544476.540176,955,0.0
1786544476.6397896,955,0.0
1786544476.7401793,955,0.0
1786544476.8397102,955,0.0
1786544476.939735,955,0.0
1786544477.0398471,955,0.0
1786544477.1397214,955,0.0
1786544477.2396698,955,0.0
1786544477.339684,955,0.0
1786544477.4399402,955,0.0
1786544477.539685,955,0.0
1786544477.639752,955,0.0
1786544477.7397542,955,0.0
1786544477.8397202,955,0.0
1786544477.9397192,955,0.0
1786544478.039676,955,0.0
1786544478.1397777,955,0.0
1786544478.2396393,955,0.0
1786544478.339814,955,0.0
1786544478.4401684,955,0.0
1786544478.5398545,955,0.0
1786544478.6397576,955,0.0
1786544478.7398663,955,0.0
1786544478.8397648,955,0.0
1786544478.9397528,955,0.0
1786544479.0400198,955,0.0
1786544479.1397915,955,0.0
1786544479.239681,955,0.0
1786544479.3397424,955,0.0
1786544479.440037,955,0.0
1786544479.5401044,955,0.0
1786544479.640146,955,0.0
1786544479.740102,955,0.0
1786544479.8397624,955,0.0
1786544479.9402082,955,0.0
1786544480.0397732,955,0.0
1786544480.1397715,955,0.0
1786544480.2401056,955,0.0
1786544480.3398545,955,0.0
1786544480.4397578,955,0.0
1786544480.5397842,955,0.0
1786544480.6397402,955,0.0
1786544480.7397146,955,0.0
1786544480.8397222,955,0.0
1786544480.9397488,955,0.0
1786544481.0396802,955,0.0
1786544481.1396768,955,0.0
1786544481.239761,955,0.0
1786544481.3396757,955,0.0
1786544481.43968,955,0.0
1786544481.5396707,955,0.0
1786544481.639676,955,0.0
1786544481.7397437,955,0.0
1786544481.8397503,955,0.0
1786544481.9397683,955,0.0
1786544482.0397215,955,0.0
1786544482.1396487,955,0.0
1786544482.2396939,955,0.0
1786544482.3397033,955,0.0
1786544482.4396608,955,0.0
1786544482.5396142,955,0.0
1786544482.639679,955,0.0
1786544482.740052,955,0.0
1786544482.8400028,955,0.0
1786544482.9397864,955,0.0
1786544483.040044,955,0.0
1786544483.1400607,955,0.0
1786544483.2401726,955,0.0
1786544483.339849,955,0.0
1786544483.4397194,955,0.0
1786544483.5397296,955,0.0
1786544483.639875,955,0.0
1786544483.7398434,955,0.0
1786544483.839695,955,0.0
1786544483.9403827,955,0.0
1786544484.040213,955,0.0
1786544484.1397924,955,0.0
1786544484.2399094,955,0.0
1786544484.3397293,955,0.0
1786544484.4401162,955,0.0
1786544484.5397425,955,0.0
1786544484.6397276,955,0.0
1786544484.7397563,955,0.0
1786544484.840029,955,0.0
1786544484.9397855,955,0.0
1786544485.039728,955,0.0
1786544485.139815,955,0.0
1786544485.2397451,955,0.0
1786544485.339661,955,0.0
1786544485.439801,955,0.0
1786544485.5398166,955,0.0
1786544485.63954,955,0.0
1786544485.7396464,955,0.0
1786544485.8395758,955,0.0
1786544485.93974,955,0.0
1786544486.0396485,955,0.0
1786544486.1399257,955,0.0
1786544486.2397346,955,0.0
1786544486.3397586,955,0.0
1786544486.4397304,955,0.0
1786544486.5397666,955,0.0
1786544486.6397147,955,0.0
1786544486.7396746,955,0.0
1786544486.8397036,955,0.0
1786544486.9400065,955,0.0
1786544487.0401707,955,0.0
1786544487.1397154,955,0.0
1786544487.2397912,955,-0.4191856384277344
1786544487.3397539,955,-0.4191856384277344
1786544487.439962,955,-0.4191856384277344
1786544487.5397563,955,-0.4191856384277344
1786544487.63975,955,-0.4191856384277344
